size,density,noise_level,negative_values,algorithm,negative_cycle,seconds,total_pairs,reachable_pairs,reachable_ratio,positive_pairs,positive_ratio,neg_inf_pairs,mean,median,min,max
1000,0.5,0.8,False,dijkstra,False,109.8531462000683,999000,999000,1.0,999000,1.0,0,673.242990990991,658.0,6.0,1455.0
1000,0.5,0.8,True,bellman-ford,True,0.0014596000546589494,0,0,0.0,0,0.0,0,nan,nan,nan,nan
1000,0.8,0.0,False,dijkstra,False,158.08912529994268,999000,999000,1.0,999000,1.0,0,524.2418298298298,515.0,1.0,1378.0
1000,0.8,0.0,True,bellman-ford,False,169.99057779996656,999000,999000,1.0,999000,1.0,0,524.2418298298298,515.0,1.0,1378.0
1000,0.8,0.1,False,dijkstra,False,170.6873973000329,999000,999000,1.0,999000,1.0,0,546.6768178178178,535.0,5.0,1384.0
1000,0.8,0.1,True,bellman-ford,True,0.007312900037504733,0,0,0.0,0,0.0,0,nan,nan,nan,nan
1000,0.8,0.5,False,dijkstra,False,184.71993539994583,999000,999000,1.0,999000,1.0,0,600.2875755755756,585.0,6.0,1424.0
1000,0.8,0.5,True,bellman-ford,True,0.002688600099645555,0,0,0.0,0,0.0,0,nan,nan,nan,nan
1000,0.8,0.8,False,dijkstra,False,174.20634740008973,999000,999000,1.0,999000,1.0,0,631.2520810810811,616.0,6.0,1449.0
1000,0.8,0.8,True,bellman-ford,True,0.002723400015383959,0,0,0.0,0,0.0,0,nan,nan,nan,nan
1000,1.0,0.0,False,dijkstra,False,202.63841089990456,999000,999000,1.0,999000,1.0,0,524.0632912912913,515.0,1.0,1377.0
1000,1.0,0.0,True,bellman-ford,False,222.66038739995565,999000,999000,1.0,999000,1.0,0,524.0632912912913,515.0,1.0,1377.0
1000,1.0,0.1,False,dijkstra,False,209.51296640001237,999000,999000,1.0,999000,1.0,0,543.0378838838839,532.0,5.0,1383.0
1000,1.0,0.1,True,bellman-ford,True,0.006450799992308021,0,0,0.0,0,0.0,0,nan,nan,nan,nan
1000,1.0,0.5,False,dijkstra,False,222.16833030001726,999000,999000,1.0,999000,1.0,0,588.5457597597598,574.0,6.0,1402.0
1000,1.0,0.5,True,bellman-ford,True,0.003567999927327037,0,0,0.0,0,0.0,0,nan,nan,nan,nan
1000,1.0,0.8,False,dijkstra,False,210.1132461000234,999000,999000,1.0,999000,1.0,0,615.0283953953954,600.0,6.0,1421.0
1000,1.0,0.8,True,bellman-ford,True,0.0034471999388188124,0,0,0.0,0,0.0,0,nan,nan,nan,nan
